Molecule_ID,Composition
1853,H4He2
1854,H2Li2Be2
1855,H2Li2Be2
1856,HHe5
1857,n2He4
1858,H2He4
1859,n2He4
1860,H2He4
1861,n2He4
1862,H2Li4
1863,HHe5
1864,HHe5
1865,H2He4
1866,H2He2Li2
1867,H4He2
1868,H4He2
1869,HHe5
1870,H2He4
1871,nHe5
1872,H2Li4
1873,H2He4
1874,HHe5
1875,n2He4
1876,H2He4
1877,H2He4
1878,H2He4
1879,H2He4
1880,H2He4
1881,HHe5
1882,HHe5
1883,H2He4
1884,H2He4
1885,H2He4
1886,H2He4
1887,H2He4
1888,H2He4
1889,nHe5
1890,H6
1891,H2He4
1892,HHe2
1893,HHe5
1894,n2He4
1895,HHe5
1896,H2He4
1897,HHe4Li
1898,H2He4
1899,H2He4
1900,n2He4
1901,H2He4
1902,H2He4
1903,n2He4
1904,HHe5
1905,HHe4
1906,H2He2Li2
1907,HHe5
1908,HHe4
1909,H2Li4
1910,H2He4
1911,n2He4
1912,n2He4
1913,H2Li4
1914,H2He4
1915,H2He4
1916,HHe5
1917,H2He4
1918,HHe4Li
1919,nHe5
1920,H2He4
1921,n2H2He2
1922,H2He4
1923,HHe5
1924,n2He4
1925,nHe5
1926,n2He4
1927,n2He4
1928,H2He4
1929,H2He4
1930,n2He4
1931,HHe5
1932,H2He4
1933,H2He4
1934,n2He4
1935,HHe4Li
1936,H6
1937,H2Li4
1938,HHe4Li
1939,H2He4
1940,H2He4
1941,H4He2
1942,H2He4
1943,H2He4
1944,HHe5
1945,H2He4
1946,HHe5
1947,H2Li2Be2
1948,H2He4
1949,HHe5
1950,HHe5
1951,n2He4
1952,H2He4
1953,H4He2
1954,H2He4
1955,H2He4
1956,H2He4
1957,n2Li4
1958,nHe5
1959,n2He4
1960,nHe5
1961,nHe5
1962,n2He4
1963,n2He4
1964,n2He4
1965,n2He4
1966,H2Li2Be2
1967,HHe5
1968,H2He4
1969,H2He4
1970,H2He4
1971,H2He4
1972,nHe5
1973,H2He4
1974,H2He4
1975,HHe5
1976,n2He4
1977,H2He4
1978,n2He4
1979,H2Li4
1980,H2Li4
1981,H2He4
1982,H2He4
1983,H2He4
1984,H2He4
1985,nHe5
1986,H2He4
1987,nHe5
1988,nHe4
1989,H2He4
1990,n2He4
1991,H2He4
1992,H2He4
1993,H2He4
1994,H2He4
1995,n2He4
1996,H2He4
1997,H2He4
1998,H2He4
1999,HHe5
2000,H2Li4
2001,H2He4
2002,HHe5
2003,H2He4
2004,H2He4
2005,H2Li4
2006,n2He4
2007,H2He4
2008,H2He4
2009,HHe4Li
2010,HHe5
2011,HHe5
2012,H2He4
2013,nHe5
2014,H2He4
2015,H4He2
2016,nHe5
2017,H6
2018,H2He4
2019,H2He2Li2
2020,H2Li4
2021,H2He4
2022,n2Li4
2023,H2Li4
2024,H2He4
2025,H2He4
2026,HHe5
2027,H2He4
2028,H2Li4
2029,H2He4
2030,HHe5
2031,HHe5
2032,n2He4
2033,H4He2
2034,HHe5
2035,H2He4
2036,HHe5
2037,n2He4
2038,H2He4
2039,HHe5
2040,H2He4
2041,n2He4
2042,H2He4
2043,HHe5
2044,n2Li4
2045,H2He4
2046,HHe5
2047,HHe5
2048,HHe5
2049,HHe5
2050,HHe5
2051,n2He4
2052,H2Li2Be2
2053,nHe5
2054,H2He4
2055,HHe5
2056,H4He2
2057,n2He4
2058,H2He4
2059,H2He4
2060,H2He4
2061,H2He4
2062,H2He4
2063,HHe5
2064,H2He4
2065,H2He4
2066,nHe5
2067,H6
2068,HHe5
2069,H2He4
2070,H2He4
2071,H2He4
2072,nHHe4
2073,HHe5
2074,H4He2
2075,H2He4
2076,H2He4
2077,HHe5
2078,n2Li4
2079,H2Li4
2080,H2He4
2081,H2He4
2082,HHe5
2083,H4He2
2084,HHe5
2085,H2He4
2086,H2He4
2087,H2Li4
2088,HHe5
2089,H2He4
2090,H2He4
2091,H2He4
2092,n2He4
2093,HHe4Li
2094,HHe5
2095,HHe5
2096,H2He4
2097,HHe5
2098,n2He4
2099,HHe5
2100,H4He2
2101,HHe5
2102,n2He4
2103,H4He2
2104,H2He4
2105,HHe5
2106,H2He4
2107,H6
2108,HHe5
2109,HHe5
2110,H2Li4
2111,HHe4Li
2112,H2He4
2113,H2He4
2114,H2He4
2115,H2He4
2116,H2Li4
2117,H2He4
2118,H4He2
2119,H2He4
2120,H2Li4
2121,H2He4
2122,H2He4
2123,n2Li2Be2
2124,H2He4
2125,H2He4
2126,H2He4
2127,HHe5
2128,HHe5
2129,H2He4
2130,n2Li2Be2
2131,H2He4
2132,H2He4
2133,H2He4
2134,HHe5
2135,HHe5
2136,HHe5
2137,H2He4
2138,HHe5
2139,H2He4
2140,HHe5
2141,H2Li4
2142,H2He4
2143,HHe5
2144,n2He4
2145,H2Li2Be2
2146,H2He4
2147,HHe5
2148,H2He4
2149,HHe6
2150,H2He4
2151,H2He4
2152,H2He4
2153,H2Li4
2154,HHe5
2155,H2He4
2156,H4He2
2157,HHe5
2158,H2He4
2159,H2Li4
2160,H2He4
2161,H2He4
2162,H2He4
2163,H2He4
2164,n2He4
2165,H2He4
2166,H2He4
2167,HHe6
2168,HHe5
2169,H4He2
2170,HHe6
2171,HHe6
2172,HHe6
2173,HHe6
2174,nHe6
2175,HHe5
2176,n2Li4
2177,H2He4
2178,n2He4
2179,HHe5
2180,HHe5
2181,H2He4
2182,HHe5
2183,n2He4
2184,HHe5
2185,H2He4
2186,n2Li4
2187,H2He4
2188,nHe5
2189,HHe5
2190,H2He4
2191,H2He4
2192,H2He2Li2
2193,H2He4
2194,HHe5
2195,H2He4
2196,H2He4
2197,H2He4
2198,H2He4
2199,nHe5
2200,H4He2
2201,nHe6
2202,n2He5
2203,HHe6
2204,H3HeLi3
2205,H2He3Li2
2206,nHe6
2207,nHe6
2208,H2He4
2209,HHe5
2210,H2He4
2211,H2He4
2212,H2He4
2213,n4He2
2214,HHe5
2215,H3HeLi3
2216,HHe6
2217,H2He4
2218,H2He4
2219,H2He4
2220,H2He5
2221,H2He4Li
2222,HHe6
2223,H2Li4
2224,H2He5
2225,H2LiBe4
2226,n4He2Li
2227,H2He5
2228,H4He2
2229,n2He2Li3
2230,HHe5
2231,H2He5
2232,H2He4
2233,HHe6
2234,H2He4
2235,HHe6
2236,HHe5
2237,H2He4
2238,H2HeLi4
2239,H2He4
2240,H2He4
2241,HHe5
2242,n2He4
2243,H2Li4
2244,n2He4
2245,H2He4
2246,n2He4
2247,H2HeLi4
2248,H2He5
2249,HHe6
2250,n2Li4
2251,n2H3He2
2252,H2He4
2253,H2He4
2254,H2He4
2255,H2He4
2256,H2He4
2257,nHe5
2258,HHe5
2259,H2He4
2260,H4He2
2261,H3HeLi3
2262,H2He4
2263,nHe2Li5
2264,H2He4
2265,H2He4
2266,H2He4
2267,H2He4
2268,H2He4
2269,H4He4
2270,H3Li3
2271,H2He4
2272,HHe5
2273,HHe2Li4
2274,nHe2Li5
2275,HHe6
2276,HHe2Li5
2277,H2He4
2278,H2HeLi4
2279,HHe2Li5
2280,H2HeLi4
2281,H2He4
2282,H2He4
2283,H3HeLi3
2284,HHe6
2285,HHe2Li5
2286,H2He4Li2
2287,HHe2Li5
2288,HHe2Li5
2289,HHe2Li5
2290,HHe6
2291,nHe2Li5
2292,H2He2Li4
2293,H2He6
2294,H2He4
2295,HHe2Li5
2296,n2He6
2297,H2He4
2298,nHe2Li5
2299,HHe5
2300,H2Li5
2301,H2He4Li2
2302,HHe3
2303,n3HeLi
2304,H2He4
2305,HHe2Li5
2306,H2He4
2307,nHe5
2308,H2He4
2309,HHe2Li5
2310,n3Li3
2311,n2He4
2312,HHe2Li5
2313,HHe2Li5
2314,H2He6
2315,HHe5
2316,n4He4
2317,nHe2Li5
2318,nHe2Li5
2319,H2Li4
2320,n2He4
2321,H2He4
2322,H4He2
2323,HHe7
2324,HHe3
2325,n2HeLi3
2326,n2He4
2327,H2He4
2328,n2He4
2329,H2He4
2330,H2He4
2331,nHe2Li4
2332,HHe6
2333,HHe2Li4
2334,H2Li5
2335,H2HeLi4
2336,H2Li5
2337,n2He4
2338,H2He4
2339,H2He4
2340,n2He4
2341,H2HeLi4
2342,n2Li5
2343,HHe5
2344,H2He4
2345,n3Li3
2346,H4He2
2347,H2HeLi4
2348,H2He4
2349,H2He4
2350,H2He4
2351,H2HeLi4
2352,nHe6
2353,HHe6
2354,HHe6
2355,H2He2Li3
2356,HHeLi4
2357,HHe5
2358,HHe5
2359,HHe6
2360,H2He3Li2
2361,n2He4
2362,HHe6
2363,H2He4
2364,HHe6
2365,H2He4
2366,H2He4
2367,H4He2
2368,n2Li2Be2
2369,H2Li5
2370,H2He2Li3
2371,HHe4
2372,H2He4
2373,H2He4
2374,H2He2Li2
2375,H2He4
2376,H2He4
2377,H2Li5
2378,H2He6
2379,H2He6
2380,H4Li4
2381,n2H2Li4
2382,HHe2Li5
2383,H2He6
2384,n4He4
2385,HHe2Li5
2386,H2He4Li
2387,HHe2Li5
2388,H2Li6
2389,H2He4Li2
2390,H2HeLi2
